Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
gDNAconc,gDNA Concentration in ng,,,,True,ManifestColumn,,ManifestColumn,sage.annotations-experimentalData.gDNAconc-0.0.3,sequencing,False,NUMBER,Sage Bionetworks, ,bsSeq
