Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Format,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
toolDateLastModified,"The date indicating when the tool's entry was most recently modified or updated, providing a timestamp of the latest changes made to the tool's information",,,,FALSE,,,date,computational tools,schema.org,computational tools,,STRING,schema.org,,computational_tools_template
