Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Pattern,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
toolDoi,"The Digital Object Identifier (DOI) associated with the computational tool",,,,TRUE,,,^10\.[0-9]+/.+$,computational tools,Sage Bionetworks,computational tools,FALSE,STRING,Sage Bionetworks,,computational_tools_template
