Key,Key Description,columnType,Source,Parent
FPKM,,STRING,,ManifestColumn
raw count,,STRING,,ManifestColumn
 Not applicable,,STRING,,ManifestColumn
Not collected,,STRING,,ManifestColumn
Not specified,,STRING,,ManifestColumn
RPKM,,STRING,,ManifestColumn
TPM,,STRING,,ManifestColumn
Unknown,,STRING,,ManifestColumn
