Key,Key Description,columnType,Source,Parent
Cross-Species Avian,,STRING_LIST,,ManifestColumn
Cross-Species Mammalian,,STRING_LIST,,ManifestColumn
Human,,STRING_LIST,,ManifestColumn
Mouse,,STRING_LIST,,ManifestColumn
