Key,Key Description,columnType,Source,Parent
d.p.c.,,STRING,,ManifestColumn
Days,,STRING,,ManifestColumn
Hours,,STRING,,ManifestColumn
Minutes,,STRING,,ManifestColumn
Months,,STRING,,ManifestColumn
Not applicable,,STRING,,ManifestColumn
Not collected,,STRING,,ManifestColumn
Not specified,,STRING,,ManifestColumn
Seconds,,STRING,,ManifestColumn
Unknown,,STRING,,ManifestColumn
Weeks,,STRING,,ManifestColumn
Years,,STRING,,ManifestColumn
