Key,Key Description,Country ISO3,Long Name,Region,Source,Parent,Type
891,"Serbia, FR(Serbia/Montenegro)",SER,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
690,Seychelles,SYC,Republic of Seychelles,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
694,Sierra Leone,SLE,Republic of Sierra Leone,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
702,Singapore,SGP,Republic of Singapore,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
703,Slovak Republic,SVK,Slovak Republic,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
705,Slovenia,SVN,Republic of Slovenia,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
090,Solomon Islands,SLB,Solomon Islands,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
706,Somalia,SOM,Somali Democratic Republic,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
710,South Africa,ZAF,Republic of South Africa,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
SAS,South Asia,SAS,South Asia,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
239,South Georgia and the South Sa,SGS,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
728,South Sudan,SSD,Republic of South Sudan,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
810,Soviet Union,SVU,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
724,Spain,ESP,Kingdom of Spain,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
839,Special Categories,SPE,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
144,Sri Lanka,LKA,Democratic Socialist Republic of Sri Lanka,South Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
659,St. Kitts and Nevis,KNA,St. Kitts and Nevis,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
662,St. Lucia,LCA,St. Lucia,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
670,St. Vincent and the Grenadines,VCT,St. Vincent and the Grenadines,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
SSF,Sub-Saharan Africa,SSF,Sub-Saharan Africa,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
729,Sudan,SUD,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
740,Suriname,SUR,Republic of Suriname,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
752,Sweden,SWE,Kingdom of Sweden,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
756,Switzerland,CHE,Switzerland,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
760,Syrian Arab Republic,SYR,Syrian Arab Republic,Middle East & North Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
762,Tajikistan,TJK,Republic of Tajikistan,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
834,Tanzania,TZA,United Republic of Tanzania,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
764,Thailand,THA,Kingdom of Thailand,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
768,Togo,TGO,Republic of Togo,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
772,Tokelau,TKL,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
776,Tonga,TON,Kingdom of Tonga,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
780,Trinidad and Tobago,TTO,Republic of Trinidad and Tobago,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
788,Tunisia,TUN,Republic of Tunisia,Middle East & North Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
792,Turkey,TUR,Republic of Turkey,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
795,Turkmenistan,TKM,Turkmenistan,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
796,Turks and Caicos Isl.,TCA,Turks and Caicos Islands,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
798,Tuvalu,TUV,Tuvalu,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
800,Uganda,UGA,Republic of Uganda,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
804,Ukraine,UKR,Ukraine,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
784,United Arab Emirates,ARE,United Arab Emirates,Middle East & North Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
826,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
840,United States,USA,United States of America,North America,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
581,United States Minor Outlying I,UMI,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
898,Unspecified,UNS,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
858,Uruguay,URY,Oriental Republic of Uruguay,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
849,Us Msc.Pac.I,USP,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
860,Uzbekistan,UZB,Republic of Uzbekistan,Europe & Central Asia,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
548,Vanuatu,VUT,Republic of Vanuatu,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
862,Venezuela,VEN,República Bolivariana de Venezuela,Latin America & Caribbean,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
704,Vietnam,VNM,Socialist Republic of Vietnam,East Asia & Pacific,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
876,Wallis and Futura Isl.,WLF,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
732,Western Sahara,ESH,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
000,World,WLD,World,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
887,Yemen,YEM,Republic of Yemen,Middle East & North Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
720,Yemen Democratic,YDR,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
890,"Yugoslavia,FR(Serbia/Montenegr",YUG,,,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
894,Zambia,ZMB,Republic of Zambia,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
716,Zimbabwe,ZWE,Republic of Zimbabwe,Sub-Saharan Africa,https://wits.worldbank.org/countryprofile/metadata/en/country/all,Metadata,Numeric
