Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
NRES,This data use permission indicates there is no restriction on use.,,,,FALSE,,,DUO:0000004,,DUO,,STRING,,,"DUO_template, study_folder_template"
