Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,Module,Ontology,UsedIn,columnType,Notes,multivalue
OLS,Ontology Lookup Service. Repository containing biological ontologies,,,,False,Repository,,https://www.ebi.ac.uk/ols4/ontologies,,Repository,Self,,,,
