Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
reagentLotNumber,The lot number is often provided by a reagent source when the reagent is replenished over time.,,,,False,ManifestColumn,,ManifestColumn,,ManifestColumn,True,STRING,"Sage Bionetworks, ImmPort", ,Genotyping_Human
