Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
specimenType,Type of biological material sample taken from a biological entity for research purposes,"blood, brain, buffy coat, cell line, cells, nervous system, organoid, plasma, saliva, serum, skin, stool, tissue, urine, Not applicable, Not collected, Not specified, Other, Unknown",,,True,ManifestColumn,,ManifestColumn,,ManifestColumn,True,STRING,"Sage Bionetworks, http://purl.obolibrary.org/obo/NCIT_C70713", ,"Biospecimen_human,Biospecimen_non_Human, dataset_template"
