Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
readLengthUnits,The units of measurement.,,,,True,ManifestColumn,,ManifestColumn,,ManifestColumn,False,STRING,Sage Bionetworks, ,"Microbiome,RNAseq,Whole_Genome_Sequencing,bsSeq,scRNAseq"
