Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
measurementTechnique,"The name of the measurement technique describing the assay method. Provide a value OR provide one of these values - Unknown Not collected, Not applicable, Not specified","Bisulfite sequencing; Clinical data; Genome-wide association study; High-performance liquid chromatography tandem mass spectrometry; Liquid chromatography mass spectrometry; Liquid chromatography tandem mass spectrometry; Mass spectrometry; Metabolomics; MetaX-processed metabolomics data; Proximity extension assay; RNA sequencing; Single-cell RNA sequencing; Shotgun metagenomic sequencing; Single nucleotide polymorphism array; Tandem Mass Tag proteomics; Whole-genome sequencing, Unknown, Other, Not collected, Not applicable, Not specified",,,True,ManifestColumn,not required^^#dataset_template,ManifestColumn,,ManifestColumn,True,STRING,Sage Bionetworks,"A data contributor should be able to write in a name OR provide one of these values: Unknown Not collected, Not applicable, Not specified. ","Biospecimen_human,Genotyping_Human,Metabolomics,Metagenomics,Microbiome,Proteomics,RNAseq,Whole_Genome_Sequencing,bsSeq,scRNAseq,dataset_template"
