Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
taxon,"Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",,,,True,ManifestColumn,,ManifestColumn,,ManifestColumn,False,STRING,"https://www.ncbi.nlm.nih.gov/taxonomy, http://edamontology.org/data_1179, http://purl.obolibrary.org/obo/TAXRANK_0000010", ,Individual_non_Human
