Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
contributor,,,,,TRUE,,,Unknown,Sage Bionetworks,Unknown,TRUE,ARRAY,Sage Bionetworks,,computational_tools_template, dataset_template
