Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn
project,"The ELITE project short name associated with the tool","ILO BU, ILO TGEN, LC, LG, LLFS, NECS APOE, Not assigned",,,TRUE,,,Unknown,Sage Bionetworks,Unknown,FALSE,STRING,Sage Bionetworks,,"computational_tools_template, dataset_template"
