Attribute,Description,Valid Values,DependsOn,DependsOn Component,Required,Parent,Validation Rules,Properties,Source,module,multivalue,columnType,Ontology,Notes,UsedIn,IsTemplate
dataStatus,Indicates whether a study is pending data release (Not available) or is released (Available).,"Not Available, Available",,,TRUE,,,,,Unknown,,STRING,,,"study_folder_template"
